id,data_criacao,tipo_chamado,dias_problema,risco_vida_humana,risco_vida_animal,bloqueio_via,urgencia
BCS-00131752,2025-12-22 11:56:36.851150+00:00,Problema com Animal Doméstico,113,Sim,Não,Sim,URGENTE
BCS-00131872,2025-12-22 14:57:34.716120+00:00,Solicitação de Plantio,113,Não,Não,Não,MEDIA
BCS-00131567,2025-12-22 02:52:18.369000+00:00,Poste caido,114,Sim,Não,Não,URGENTE
BCS-00131572,2025-12-22 06:49:18.479038+00:00,Poste caido,113,Não,Sim,Sim,URGENTE
BCS-00131782,2025-12-22 12:44:38.150000+00:00,Árvore ou Galhos Caídos,113,Sim,Não,Sim,URGENTE
BCS-00131903,2025-12-22 15:36:41.547000+00:00,Remoção de Árvore ou Tocos,113,Não,Sim,Não,ALTA
BCS-00131916,2025-12-22 15:39:51.373000+00:00,Outros Problemas com Postes,113,Não,Sim,Não,ALTA
BCS-00131917,2025-12-22 15:56:10.209097+00:00,Luz Queimada Poste,113,Não,Sim,Não,ALTA
BCS-00131933,2025-12-22 16:19:11.309000+00:00,Árvore ou Galhos Caídos,113,Sim,Sim,Sim,URGENTE
BCS-00131938,2025-12-22 16:45:31.161879+00:00,Luz Queimada Poste,113,Não,Não,Sim,URGENTE
BCS-00131941,2025-12-22 17:04:16.369471+00:00,Luz Queimada Poste,113,Sim,Não,Sim,URGENTE
BCS-00131942,2025-12-22 17:08:48.651000+00:00,Árvore ou Galhos Caídos,113,Não,Não,Não,MEDIA
BCS-00131945,2025-12-22 17:31:31.877000+00:00,Animal Perdido,113,Não,Sim,Não,URGENTE
BCS-00131947,2025-12-22 18:02:08.031000+00:00,Problema com Animal Doméstico,113,Não,Não,Não,MEDIA
BCS-00131952,2025-12-22 18:23:23.159000+00:00,Problema com Animal Doméstico,113,Sim,Não,Não,URGENTE
BCS-00131951,2025-12-22 18:26:10.013613+00:00,Luz Queimada Poste,113,Sim,Sim,Não,URGENTE
BCS-00131964,2025-12-22 19:06:42.359000+00:00,Problema com Animal Doméstico,113,Sim,Sim,Não,URGENTE
BCS-00131987,2025-12-22 23:41:07.227000+00:00,Problema com Animal Doméstico,113,Não,Não,Sim,URGENTE
BCS-00131994,2025-12-23 07:00:13.851857+00:00,Solicitação de Poda,112,Não,Sim,Sim,URGENTE
BCS-00131995,2025-12-23 07:45:17.949000+00:00,Luz Queimada Poste,112,Não,Não,Não,ALTA
BCS-00131355,2025-12-20 19:05:40.291000+00:00,Poste caido,115,Sim,Sim,Sim,URGENTE
BCS-00131997,2025-12-23 07:54:28.977000+00:00,Problema com Animal Doméstico,112,Sim,Sim,Não,URGENTE
BCS-00131998,2025-12-23 08:15:00.806000+00:00,Luz Queimada Poste,112,Não,Não,Não,MEDIA
BCS-00132004,2025-12-23 08:32:12.162202+00:00,Árvore ou Galhos Caídos,112,Sim,Não,Não,URGENTE
BCS-00132006,2025-12-23 08:34:24.986000+00:00,Problema com Animal Doméstico,112,Sim,Não,Sim,URGENTE
BCS-00131836,2025-12-22 13:55:40.111000+00:00,Luz Queimada Poste,113,Não,Não,Não,MEDIA
BCS-00131839,2025-12-22 13:57:38.020000+00:00,Animal Perdido,113,Sim,Sim,Não,URGENTE
BCS-00131845,2025-12-22 14:08:51.906000+00:00,Árvore ou Galhos Caídos,113,Não,Não,Não,MEDIA
BCS-00132051,2025-12-23 09:40:01.719000+00:00,Árvore ou Galhos Caídos,112,Não,Sim,Sim,URGENTE
BCS-00132048,2025-12-23 09:41:27.429601+00:00,Árvore ou Galhos Caídos,112,Sim,Sim,Não,URGENTE
BCS-00131362,2025-12-20 20:14:13.578000+00:00,Problema com Animal Doméstico,115,Sim,Não,Não,URGENTE
BCS-00132183,2025-12-23 13:12:22.912000+00:00,Luz Queimada Poste,112,Sim,Sim,Não,URGENTE
BCS-00131384,2025-12-21 00:27:52.174907+00:00,Problema com Animal Doméstico,115,Não,Não,Não,ALTA
BCS-00132250,2025-12-23 15:08:11.995655+00:00,Árvore ou Galhos Caídos,112,Não,Não,Não,MEDIA
BCS-00132254,2025-12-23 15:14:06.986869+00:00,Luz Queimada Poste,112,Sim,Sim,Não,URGENTE
BCS-00132098,2025-12-23 10:47:32.225000+00:00,Problema com Animal Doméstico,112,Sim,Não,Sim,URGENTE
BCS-00132100,2025-12-23 10:51:16.761875+00:00,Árvore ou Galhos Caídos,112,Sim,Sim,Sim,URGENTE
BCS-00132106,2025-12-23 10:55:53.725000+00:00,Árvore ou Galhos Caídos,112,Não,Sim,Sim,URGENTE
BCS-00132285,2025-12-23 15:52:13.474133+00:00,Problema com Animal Doméstico,112,Sim,Sim,Sim,URGENTE
BCS-00132348,2025-12-23 20:46:48.989124+00:00,Luz Queimada Poste,112,Não,Sim,Sim,URGENTE
BCS-00132351,2025-12-23 20:59:12.911618+00:00,Luz Queimada Poste,112,Não,Não,Sim,URGENTE
BCS-00132354,2025-12-23 21:42:39.950000+00:00,Luz Queimada Poste,112,Não,Sim,Sim,URGENTE
BCS-00132385,2025-12-24 07:12:53.490000+00:00,Árvore ou Galhos Caídos,111,Não,Não,Não,MEDIA
BCS-00132314,2025-12-23 17:15:08.309383+00:00,Árvore ou Galhos Caídos,112,Sim,Não,Sim,URGENTE
BCS-00132317,2025-12-23 17:39:25.053000+00:00,Luz Queimada Poste,112,Não,Não,Sim,URGENTE
BCS-00161025,2026-02-17 21:07:08.253281+00:00,Luz Queimada Poste,56,Não,Sim,Não,ALTA
BCS-00132327,2025-12-23 18:19:40.029494+00:00,Luz Queimada Poste,112,Não,Sim,Sim,URGENTE
BCS-00132452,2025-12-24 09:52:47.336318+00:00,Problema com Animal Doméstico,111,Sim,Não,Sim,URGENTE
BCS-00132345,2025-12-23 20:17:13.776138+00:00,Luz Queimada Poste,112,Sim,Não,Sim,URGENTE
BCS-00132659,2025-12-24 17:15:36.700768+00:00,Luz Queimada Poste,111,Não,Sim,Não,URGENTE
BCS-00132661,2025-12-24 17:21:19.480428+00:00,Luz Queimada Poste,111,Não,Sim,Não,URGENTE
BCS-00132670,2025-12-24 18:27:00.649000+00:00,Problema com Animal Doméstico,111,Sim,Sim,Não,URGENTE
BCS-00132487,2025-12-24 10:38:05.500000+00:00,Outros Problemas com Postes,111,Não,Não,Não,ALTA
BCS-00132620,2025-12-24 15:01:46.834453+00:00,Problema com Animal Doméstico,111,Sim,Sim,Não,URGENTE
BCS-00132681,2025-12-24 19:42:36.539488+00:00,Problema com Animal Doméstico,111,Sim,Sim,Sim,URGENTE
BCS-00132740,2025-12-25 10:58:01.698000+00:00,Problema com Animal Doméstico,110,Não,Não,Sim,ALTA
BCS-00132745,2025-12-25 11:37:28.633179+00:00,Problema com Animal Doméstico,110,Sim,Não,Não,URGENTE
BCS-00132755,2025-12-25 12:18:37.774000+00:00,Problema com Animal Doméstico,110,Não,Sim,Não,ALTA
BCS-00132761,2025-12-25 12:51:38.779000+00:00,Problema com Animal Selvagem,110,Não,Não,Sim,ALTA
BCS-00132501,2025-12-24 10:55:48.913000+00:00,Outros Problemas com Postes,111,Sim,Não,Não,URGENTE
BCS-00132531,2025-12-24 11:33:17.588000+00:00,Luz Queimada Poste,111,Sim,Não,Sim,URGENTE
BCS-00132532,2025-12-24 11:36:05.456933+00:00,Luz Queimada Poste,111,Sim,Não,Não,URGENTE
BCS-00132767,2025-12-25 13:29:57.382000+00:00,Outros Problemas com Postes,110,Não,Não,Não,MEDIA
BCS-00132768,2025-12-25 13:32:40.641000+00:00,Outros Problemas com Postes,110,Sim,Sim,Não,URGENTE
BCS-00132778,2025-12-25 14:23:15.148764+00:00,Poste caido,110,Sim,Sim,Sim,URGENTE
BCS-00132809,2025-12-25 17:16:41.558736+00:00,Árvore ou Galhos Caídos,110,Sim,Não,Sim,URGENTE
BCS-00132813,2025-12-25 17:32:41.805000+00:00,Problema com Animal Doméstico,110,Não,Não,Não,MEDIA
BCS-00132817,2025-12-25 17:45:55.993000+00:00,Árvore ou Galhos Caídos,110,Sim,Sim,Sim,URGENTE
BCS-00132946,2025-12-26 09:20:59.538071+00:00,Árvore ou Galhos Caídos,109,Não,Não,Não,MEDIA
BCS-00132950,2025-12-26 09:25:49.295728+00:00,Árvore ou Galhos Caídos,109,Sim,Sim,Não,URGENTE
BCS-00132866,2025-12-25 22:44:03.340000+00:00,Luz Queimada Poste,110,Sim,Não,Sim,URGENTE
BCS-00132867,2025-12-25 22:54:23.738598+00:00,Luz Queimada Poste,110,Sim,Sim,Não,URGENTE
BCS-00132872,2025-12-25 23:32:53.980479+00:00,Luz Queimada Poste,110,Não,Sim,Não,ALTA
BCS-00132874,2025-12-25 23:36:22.642962+00:00,Luz Queimada Poste,110,Sim,Não,Sim,URGENTE
BCS-00132875,2025-12-25 23:44:02.160926+00:00,Luz Queimada Poste,110,Sim,Sim,Sim,URGENTE
BCS-00132877,2025-12-25 23:53:00.458328+00:00,Luz Queimada Poste,110,Não,Sim,Não,URGENTE
BCS-00132881,2025-12-25 23:55:53.969482+00:00,Luz Queimada Poste,110,Sim,Sim,Sim,URGENTE
BCS-00132883,2025-12-26 00:39:44.226564+00:00,Problema com Animal Doméstico,110,Sim,Sim,Não,URGENTE
BCS-00132917,2025-12-26 08:30:04.120811+00:00,Árvore ou Galhos Caídos,109,Sim,Não,Sim,URGENTE
BCS-00133029,2025-12-26 11:20:31.247000+00:00,Problema com Animal Selvagem,109,Sim,Não,Não,URGENTE
BCS-00133039,2025-12-26 11:30:33.196000+00:00,Problema com Animal Doméstico,109,Sim,Não,Não,URGENTE
BCS-00133051,2025-12-26 11:49:28.489000+00:00,Outros Problemas com Postes,109,Sim,Sim,Sim,URGENTE
BCS-00132954,2025-12-26 09:30:19.141546+00:00,Problema com Animal Doméstico,109,Não,Sim,Não,URGENTE
BCS-00132982,2025-12-26 09:45:21.905000+00:00,Problema com Animal Doméstico,109,Sim,Sim,Não,URGENTE
BCS-00133128,2025-12-26 14:01:16.773657+00:00,Luz Queimada Poste,109,Não,Sim,Sim,URGENTE
BCS-00133220,2025-12-26 18:40:24.905611+00:00,Luz Queimada Poste,109,Sim,Não,Não,URGENTE
BCS-00133225,2025-12-26 19:56:09.728724+00:00,Luz Queimada Poste,109,Sim,Sim,Sim,URGENTE
BCS-00133226,2025-12-26 19:58:16.927765+00:00,Luz Queimada Poste,109,Não,Não,Sim,URGENTE
BCS-00133227,2025-12-26 20:05:47.882998+00:00,Luz Queimada Poste,109,Não,Não,Sim,URGENTE
BCS-00133228,2025-12-26 20:08:13.254641+00:00,Luz Queimada Poste,109,Sim,Sim,Sim,URGENTE
BCS-00133327,2025-12-27 13:44:56.181000+00:00,Animal Perdido,108,Não,Não,Não,MEDIA
BCS-00133158,2025-12-26 15:16:08.023000+00:00,Luz Queimada Poste,109,Não,Sim,Não,ALTA
BCS-00133164,2025-12-26 15:27:21.849000+00:00,Problema com Animal Doméstico,109,Sim,Não,Não,URGENTE
BCS-00133233,2025-12-26 20:41:48.017733+00:00,Luz Queimada Poste,109,Sim,Sim,Não,URGENTE
BCS-00172920,2026-03-09 10:45:21.084000+00:00,Solicitação de Plantio,36,Não,Não,Não,MEDIA
BCS-00133182,2025-12-26 15:53:24.969147+00:00,Problema com Animal Doméstico,109,Não,Não,Sim,URGENTE
BCS-00133404,2025-12-27 21:39:46.245000+00:00,Luz Queimada Poste,108,Sim,Sim,Sim,URGENTE
BCS-00133408,2025-12-27 22:21:27.607767+00:00,Luz Queimada Poste,108,Não,Não,Não,MEDIA
BCS-00133414,2025-12-27 23:17:25.709274+00:00,Luz Queimada Poste,108,Não,Sim,Não,ALTA
BCS-00133425,2025-12-28 02:15:21.519000+00:00,Poste caido,108,Não,Não,Sim,ALTA
BCS-00133429,2025-12-28 07:59:55.238000+00:00,Poste caido,107,Sim,Sim,Não,URGENTE
BCS-00133431,2025-12-28 09:06:16.328000+00:00,Problema com Animal Doméstico,107,Sim,Não,Sim,URGENTE
BCS-00133272,2025-12-27 09:31:53.804000+00:00,Problema com Animal Doméstico,108,Não,Não,Não,MEDIA
BCS-00133283,2025-12-27 10:35:18.789000+00:00,Problema com Animal Doméstico,108,Não,Sim,Não,URGENTE
BCS-00133445,2025-12-28 11:14:57.044194+00:00,Problema com Animal Selvagem,107,Sim,Não,Não,URGENTE
BCS-00133459,2025-12-28 12:42:57.136631+00:00,Poste caido,107,Não,Não,Não,MEDIA
BCS-00133306,2025-12-27 12:34:51.600000+00:00,Problema com Animal Doméstico,108,Sim,Não,Não,URGENTE
BCS-00133504,2025-12-28 16:47:53.507994+00:00,Luz Queimada Poste,107,Não,Não,Não,MEDIA
BCS-00133510,2025-12-28 16:57:31.814444+00:00,Luz Queimada Poste,107,Não,Não,Não,MEDIA
BCS-00133515,2025-12-28 17:10:03.523117+00:00,Luz Queimada Poste,107,Não,Não,Não,ALTA
BCS-00133352,2025-12-27 15:54:49.048000+00:00,Problema com Animal Doméstico,108,Não,Não,Sim,ALTA
BCS-00133527,2025-12-28 18:27:13.264546+00:00,Luz Queimada Poste,107,Sim,Não,Não,URGENTE
BCS-00133534,2025-12-28 19:31:07.204000+00:00,Problema com Animal Doméstico,107,Sim,Não,Sim,URGENTE
BCS-00133537,2025-12-28 20:05:15.589000+00:00,Poste caido,107,Sim,Não,Sim,URGENTE
BCS-00133538,2025-12-28 20:18:22.421315+00:00,Luz Queimada Poste,107,Sim,Não,Não,URGENTE
BCS-00133539,2025-12-28 20:28:10.474198+00:00,Luz Queimada Poste,107,Sim,Sim,Não,URGENTE
BCS-00133545,2025-12-28 21:31:53.959000+00:00,Problema com Animal Doméstico,107,Sim,Sim,Não,URGENTE
BCS-00133478,2025-12-28 13:56:51.090146+00:00,Luz Queimada Poste,107,Sim,Sim,Sim,URGENTE
BCS-00133551,2025-12-28 22:34:27.994277+00:00,Problema com Animal Selvagem,107,Não,Sim,Não,ALTA
BCS-00133557,2025-12-28 23:54:52.556000+00:00,Problema com Animal Doméstico,107,Sim,Não,Sim,URGENTE
BCS-00133359,2025-12-27 16:15:55.127000+00:00,Problema com Animal Doméstico,108,Sim,Não,Não,URGENTE
BCS-00133370,2025-12-27 17:03:09.540000+00:00,Problema com Animal Doméstico,108,Não,Não,Sim,URGENTE
BCS-00133659,2025-12-29 09:58:49.834000+00:00,Outros Problemas com Postes,106,Sim,Não,Sim,URGENTE
BCS-00133379,2025-12-27 17:48:33.349000+00:00,Luz Queimada Poste,108,Não,Sim,Sim,URGENTE
BCS-00133589,2025-12-29 08:50:05.728421+00:00,Problema com Animal Doméstico,106,Sim,Sim,Não,URGENTE
BCS-00133702,2025-12-29 10:30:19.457000+00:00,Outros Problemas com Postes,106,Não,Sim,Sim,URGENTE
BCS-00133664,2025-12-29 10:02:00.490000+00:00,Outros Problemas com Postes,106,Não,Sim,Não,MEDIA
BCS-00133678,2025-12-29 10:17:10.597523+00:00,Problema com Animal Doméstico,106,Sim,Não,Sim,URGENTE
BCS-00133380,2025-12-27 17:58:33.334964+00:00,Luz Queimada Poste,108,Não,Não,Sim,URGENTE
BCS-00133383,2025-12-27 19:00:38.877723+00:00,Problema com Animal Selvagem,108,Sim,Sim,Sim,URGENTE
BCS-00133811,2025-12-29 11:48:20.245000+00:00,Problema com Animal Doméstico,106,Sim,Sim,Não,URGENTE
BCS-00133393,2025-12-27 20:03:02.616000+00:00,Problema com Animal Doméstico,108,Não,Não,Sim,ALTA
BCS-00133396,2025-12-27 20:42:04.072000+00:00,Luz Queimada Poste,108,Sim,Não,Não,URGENTE
BCS-00134079,2025-12-29 18:18:45.680674+00:00,Problema com Animal Doméstico,106,Sim,Não,Sim,URGENTE
BCS-00134083,2025-12-29 19:01:19.909619+00:00,Luz Queimada Poste,106,Não,Sim,Não,URGENTE
BCS-00134096,2025-12-29 19:56:54.090000+00:00,Problema com Animal Doméstico,106,Sim,Sim,Não,URGENTE
BCS-00134094,2025-12-29 20:44:37.252000+00:00,Problema com Animal Doméstico,106,Sim,Sim,Não,URGENTE
BCS-00133970,2025-12-29 14:58:48.602629+00:00,Árvore ou Galhos Caídos,106,Não,Não,Não,MEDIA
BCS-00134098,2025-12-29 21:31:13.434579+00:00,Luz Queimada Poste,106,Sim,Sim,Não,URGENTE
BCS-00134099,2025-12-29 21:31:14.157200+00:00,Luz Queimada Poste,106,Não,Sim,Sim,URGENTE
BCS-00134103,2025-12-29 22:15:52.293000+00:00,Animal Perdido,106,Sim,Sim,Não,URGENTE
BCS-00134110,2025-12-30 02:21:22.414556+00:00,Luz Queimada Poste,106,Não,Sim,Não,ALTA
BCS-00134114,2025-12-30 05:53:54.346827+00:00,Remoção de Árvore ou Tocos,105,Não,Sim,Não,ALTA
BCS-00134115,2025-12-30 05:56:18.803000+00:00,Problema com Animal Doméstico,105,Não,Não,Sim,ALTA
BCS-00134116,2025-12-30 06:13:00.282439+00:00,Árvore ou Galhos Caídos,105,Sim,Sim,Sim,URGENTE
BCS-00134119,2025-12-30 07:07:33.820893+00:00,Árvore ou Galhos Caídos,105,Sim,Sim,Sim,URGENTE
BCS-00134122,2025-12-30 07:18:41.596000+00:00,Árvore ou Galhos Caídos,105,Não,Não,Não,MEDIA
BCS-00134121,2025-12-30 07:19:21.974455+00:00,Árvore ou Galhos Caídos,105,Não,Sim,Não,ALTA
BCS-00134127,2025-12-30 07:28:51.916000+00:00,Árvore ou Galhos Caídos,105,Sim,Sim,Não,URGENTE
BCS-00134201,2025-12-30 09:53:39.491000+00:00,Solicitação de Poda,105,Sim,Sim,Não,URGENTE
BCS-00134239,2025-12-30 10:45:32.316000+00:00,Outros Problemas com Postes,105,Sim,Não,Sim,URGENTE
BCS-00134020,2025-12-29 15:46:49.782495+00:00,Árvore ou Galhos Caídos,106,Não,Sim,Sim,URGENTE
BCS-00134254,2025-12-30 11:02:16.771000+00:00,Árvore ou Galhos Caídos,105,Sim,Sim,Sim,URGENTE
BCS-00134260,2025-12-30 11:09:52.647957+00:00,Árvore ou Galhos Caídos,105,Não,Sim,Não,ALTA
BCS-00134300,2025-12-30 12:02:31.726000+00:00,Outros Problemas com Postes,105,Sim,Não,Não,URGENTE
BCS-00134308,2025-12-30 12:13:00.054000+00:00,Outros Problemas com Postes,105,Sim,Não,Sim,URGENTE
BCS-00134133,2025-12-30 08:23:30.346881+00:00,Poste caido,105,Sim,Não,Não,URGENTE
BCS-00134138,2025-12-30 08:36:53.767892+00:00,Árvore ou Galhos Caídos,105,Não,Não,Sim,URGENTE
BCS-00134153,2025-12-30 09:03:07.342000+00:00,Árvore ou Galhos Caídos,105,Não,Não,Sim,URGENTE
BCS-00134155,2025-12-30 09:09:55.793344+00:00,Poste caido,105,Sim,Não,Sim,URGENTE
BCS-00134167,2025-12-30 09:26:07.623796+00:00,Árvore ou Galhos Caídos,105,Sim,Sim,Sim,URGENTE
BCS-00134186,2025-12-30 09:29:22.812000+00:00,Luz Queimada Poste,105,Não,Sim,Não,ALTA
BCS-00134380,2025-12-30 13:46:14.074000+00:00,Luz Queimada Poste,105,Não,Não,Sim,URGENTE
BCS-00134398,2025-12-30 14:19:57.681000+00:00,Árvore ou Galhos Caídos,105,Sim,Não,Sim,URGENTE
BCS-00134316,2025-12-30 12:24:24.676000+00:00,Luz Queimada Poste,105,Sim,Sim,Sim,URGENTE
BCS-00134315,2025-12-30 12:31:29.019770+00:00,Árvore ou Galhos Caídos,105,Não,Não,Sim,ALTA
BCS-00134467,2025-12-30 15:50:57.305280+00:00,Árvore ou Galhos Caídos,105,Sim,Sim,Sim,URGENTE
BCS-00134487,2025-12-30 16:04:44.118000+00:00,Outros Problemas com Postes,105,Não,Não,Sim,URGENTE
BCS-00134507,2025-12-30 16:40:55.688000+00:00,Problema com Animal Doméstico,105,Sim,Sim,Não,URGENTE
BCS-00134509,2025-12-30 16:52:08.191000+00:00,Luz Queimada Poste,105,Não,Não,Sim,URGENTE
BCS-00134514,2025-12-30 16:58:33.002000+00:00,Outros Problemas com Postes,105,Não,Sim,Não,ALTA
BCS-00112303,2025-11-04 18:12:56.236000+00:00,Luz Queimada Poste,161,Sim,Não,Sim,URGENTE
BCS-00134534,2025-12-30 18:24:18.759733+00:00,Luz Queimada Poste,105,Não,Não,Sim,URGENTE
BCS-00134072,2025-12-29 17:02:21.614943+00:00,Luz Queimada Poste,106,Não,Não,Sim,URGENTE
BCS-00134076,2025-12-29 18:05:19.902030+00:00,Luz Queimada Poste,106,Não,Sim,Não,ALTA
BCS-00134537,2025-12-30 18:57:12.823215+00:00,Luz Queimada Poste,105,Sim,Não,Não,URGENTE
BCS-00134457,2025-12-30 15:42:00.370781+00:00,Poste caido,105,Não,Não,Não,MEDIA
BCS-00134568,2025-12-30 21:53:58.379450+00:00,Problema com Animal Selvagem,105,Sim,Não,Não,URGENTE
BCS-00134576,2025-12-31 00:24:44.921275+00:00,Luz Queimada Poste,105,Sim,Não,Sim,URGENTE
BCS-00134577,2025-12-31 00:25:32.137617+00:00,Luz Queimada Poste,105,Sim,Sim,Não,URGENTE
BCS-00134814,2025-12-31 12:34:06.739000+00:00,Luz Queimada Poste,104,Não,Sim,Não,ALTA
BCS-00134673,2025-12-31 10:09:19.090000+00:00,Problema com Animal Doméstico,104,Sim,Sim,Não,URGENTE
BCS-00134681,2025-12-31 10:18:35.560991+00:00,Problema com Animal Doméstico,104,Não,Não,Sim,ALTA
BCS-00134585,2025-12-31 07:26:02.022000+00:00,Luz Queimada Poste,104,Não,Sim,Não,MEDIA
BCS-00134588,2025-12-31 07:36:09.682233+00:00,Luz Queimada Poste,104,Sim,Não,Não,URGENTE
BCS-00134592,2025-12-31 07:56:56.893000+00:00,Árvore ou Galhos Caídos,104,Sim,Sim,Não,URGENTE
BCS-00134713,2025-12-31 10:52:03.613000+00:00,Problema com Animal Selvagem,104,Não,Sim,Sim,URGENTE
BCS-00134722,2025-12-31 10:55:53.667000+00:00,Outros Problemas com Postes,104,Sim,Sim,Não,URGENTE
BCS-00134861,2025-12-31 13:42:28.785000+00:00,Solicitação de Poda,104,Não,Sim,Não,ALTA
BCS-00134743,2025-12-31 11:19:43.990340+00:00,Luz Queimada Poste,104,Não,Sim,Sim,URGENTE
BCS-00134942,2025-12-31 15:31:47.573264+00:00,Árvore ou Galhos Caídos,104,Sim,Sim,Não,URGENTE
BCS-00134866,2025-12-31 13:51:03.280347+00:00,Luz Queimada Poste,104,Não,Sim,Sim,URGENTE
BCS-00134978,2025-12-31 16:16:55.847000+00:00,Problema com Animal Doméstico,104,Sim,Não,Sim,URGENTE
BCS-00134869,2025-12-31 13:55:11.024968+00:00,Luz Queimada Poste,104,Sim,Não,Não,URGENTE
BCS-00135042,2025-12-31 19:19:38.511624+00:00,Luz Queimada Poste,104,Não,Sim,Sim,URGENTE
BCS-00135049,2025-12-31 19:53:59.200483+00:00,Luz Queimada Poste,104,Não,Sim,Não,ALTA
BCS-00135051,2025-12-31 20:26:01.309932+00:00,Remoção de Árvore ou Tocos,104,Não,Não,Sim,URGENTE
BCS-00134999,2025-12-31 16:57:41.807000+00:00,Luz Queimada Poste,104,Não,Sim,Sim,URGENTE
BCS-00135005,2025-12-31 17:11:53.709000+00:00,Problema com Animal Doméstico,104,Não,Não,Sim,ALTA
BCS-00135010,2025-12-31 17:31:25.779000+00:00,Problema com Animal Selvagem,104,Sim,Não,Sim,URGENTE
BCS-00135016,2025-12-31 17:57:17.367956+00:00,Luz Queimada Poste,104,Não,Sim,Não,ALTA
BCS-00135021,2025-12-31 18:11:38.423000+00:00,Problema com Animal Doméstico,104,Não,Não,Sim,URGENTE
BCS-00135025,2025-12-31 18:25:50.604000+00:00,Problema com Animal Doméstico,104,Não,Não,Sim,MEDIA
BCS-00135145,2026-01-01 11:54:10.926143+00:00,Árvore ou Galhos Caídos,103,Não,Não,Sim,ALTA
BCS-00135170,2026-01-01 13:10:39.815000+00:00,Problema com Animal Doméstico,103,Sim,Sim,Não,URGENTE
BCS-00135196,2026-01-01 14:33:34.580000+00:00,Problema com Animal Doméstico,103,Não,Sim,Não,ALTA
BCS-00135217,2026-01-01 15:44:49.258025+00:00,Poste caido,103,Não,Sim,Não,URGENTE
BCS-00135060,2025-12-31 21:31:01.830190+00:00,Luz Queimada Poste,104,Não,Sim,Sim,URGENTE
BCS-00135061,2025-12-31 21:37:48.170618+00:00,Árvore ou Galhos Caídos,104,Sim,Não,Sim,URGENTE
BCS-00135103,2026-01-01 09:27:52.621323+00:00,Problema com Animal Doméstico,103,Não,Não,Não,BAIXA
BCS-00135115,2026-01-01 10:20:54.276623+00:00,Árvore ou Galhos Caídos,103,Não,Sim,Não,ALTA
BCS-00135116,2026-01-01 10:21:45.503121+00:00,Problema com Animal Doméstico,103,Não,Não,Não,MEDIA
BCS-00135120,2026-01-01 10:31:35.297000+00:00,Outros Problemas com Postes,103,Sim,Não,Sim,URGENTE
BCS-00135123,2026-01-01 10:33:53.144000+00:00,Outros Problemas com Postes,103,Sim,Não,Não,URGENTE
BCS-00135245,2026-01-01 17:07:39.259883+00:00,Luz Queimada Poste,103,Sim,Não,Não,URGENTE
BCS-00135258,2026-01-01 18:10:01.544607+00:00,Luz Queimada Poste,103,Não,Sim,Não,MEDIA
BCS-00134881,2025-12-31 14:13:45.250880+00:00,Árvore ou Galhos Caídos,104,Sim,Sim,Sim,URGENTE
BCS-00134884,2025-12-31 14:16:18.707794+00:00,Luz Queimada Poste,104,Não,Não,Não,MEDIA
BCS-00134894,2025-12-31 14:27:14.494491+00:00,Árvore ou Galhos Caídos,104,Não,Sim,Não,ALTA
BCS-00135276,2026-01-01 19:20:55.074826+00:00,Remoção de Árvore ou Tocos,103,Sim,Sim,Não,URGENTE
BCS-00135278,2026-01-01 19:34:31.702725+00:00,Luz Queimada Poste,103,Sim,Não,Sim,URGENTE
BCS-00135279,2026-01-01 19:39:54.765834+00:00,Problema com Animal Doméstico,103,Sim,Sim,Sim,URGENTE
BCS-00135281,2026-01-01 19:55:38.541800+00:00,Problema com Animal Selvagem,103,Sim,Sim,Não,URGENTE
BCS-00135291,2026-01-01 21:08:26.714000+00:00,Problema com Animal Doméstico,103,Sim,Sim,Sim,URGENTE
BCS-00135303,2026-01-02 06:59:31.468274+00:00,Árvore ou Galhos Caídos,102,Não,Sim,Não,ALTA
BCS-00135310,2026-01-02 08:01:18.570636+00:00,Árvore ou Galhos Caídos,102,Sim,Sim,Sim,URGENTE
BCS-00134919,2025-12-31 14:56:29.318654+00:00,Árvore ou Galhos Caídos,104,Não,Sim,Sim,URGENTE
BCS-00135426,2026-01-02 10:54:17.370800+00:00,Remoção de Árvore ou Tocos,102,Sim,Não,Não,URGENTE
BCS-00135434,2026-01-02 11:04:17.061371+00:00,Luz Queimada Poste,102,Não,Não,Sim,URGENTE
BCS-00135124,2026-01-01 10:40:43.738000+00:00,Problema com Animal Doméstico,103,Não,Não,Sim,URGENTE
BCS-00135126,2026-01-01 10:56:45.309000+00:00,Problema com Animal Doméstico,103,Não,Sim,Sim,URGENTE
BCS-00135474,2026-01-02 11:52:10.733768+00:00,Poste caido,102,Não,Não,Sim,URGENTE
BCS-00135510,2026-01-02 12:28:41.701262+00:00,Árvore ou Galhos Caídos,102,Sim,Sim,Sim,URGENTE
BCS-00135359,2026-01-02 09:43:11.176734+00:00,Luz Queimada Poste,102,Não,Não,Não,MEDIA
BCS-00135387,2026-01-02 10:09:13.346952+00:00,Árvore ou Galhos Caídos,102,Sim,Não,Sim,URGENTE
BCS-00135408,2026-01-02 10:31:15.347891+00:00,Problema com Animal Doméstico,102,Não,Não,Sim,ALTA
BCS-00135652,2026-01-02 15:06:28.938000+00:00,Problema com Animal Doméstico,102,Sim,Sim,Sim,URGENTE
BCS-00135717,2026-01-02 16:45:17.696161+00:00,Problema com Animal Doméstico,102,Sim,Sim,Não,URGENTE
